Company,TypeName,Ram,Weight,Price,Cpu_brand,Gpu_brand,Os,avg_battery_health,avg_daily_usage,avg_charging_cycles
lenovo,Gaming,8,2.5,10.900173422280696,Intel Core i5,Nvidia,Others,79.125,6.625,536.25
dell,Ultrabook,16,1.29,11.68979217108122,Intel Core i7,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,2.07,10.78900562574303,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.37,11.551145677789926,Intel Core i7,Intel,Windows,79.125,6.625,536.25
acer,Notebook,8,1.56,10.780175546294757,Intel Core i5,Intel,Windows,79.25,5.875,531.25
dell,Workstation,8,2.23,11.458805442305984,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.38,10.9368570721423,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.147261623643049,Intel Core i3,AMD,Others,79.125,6.625,536.25
lenovo,Notebook,4,1.44,10.575431525444971,Intel Core i3,Intel,Windows,79.125,6.625,536.25
dell,Ultrabook,8,1.6,11.408044834149251,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,Notebook,4,2.0,9.964497380151284,Other Intel Processor,Intel,Others,70.125,8.125,691.25
dell,Notebook,4,2.18,10.79174911168878,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,4,2.04,10.70777173269934,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,2 in 1 Convertible,4,1.28,11.41394455627644,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,2 in 1 Convertible,4,2.3,10.504687851059666,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,1.65,9.827763506006608,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,8,2.2,10.481345086360362,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,4,2.2,9.88635767027266,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
hp,2 in 1 Convertible,4,1.28,11.470547260182666,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.09739572450197,Intel Core i3,AMD,Others,80.875,6.625,503.75
asus,Gaming,12,2.2,11.198054049689478,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
acer,Netbook,4,1.25,9.669293165034832,Other Intel Processor,Intel,Others,79.25,5.875,531.25
lenovo,Notebook,4,2.8,9.91309723131456,AMD Processor,AMD,Windows,79.125,6.625,536.25
hp,Notebook,4,1.95,11.118388427393754,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,2 in 1 Convertible,16,1.42,11.219074000897615,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,1.32,11.470547260182666,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Gaming,8,2.62,10.809669765045973,Intel Core i7,Nvidia,Others,80.875,6.625,503.75
hp,Notebook,8,2.04,10.777955789556444,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.395555954379276,Intel Core i3,AMD,Windows,80.875,6.625,503.75
dell,Notebook,8,1.9,10.81610755552082,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,2 in 1 Convertible,8,1.24,11.582992127736915,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,Gaming,32,3.58,11.129394827810977,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,2 in 1 Convertible,16,1.22,11.383485348791732,Intel Core i7,Intel,Windows,80.875,6.625,503.75
lenovo,Ultrabook,8,1.13,11.600668174471034,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.95,11.557785126252114,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Netbook,8,1.26,11.277383368370064,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.2,9.858883414720411,Other Intel Processor,Intel,Others,79.25,5.875,531.25
lenovo,Notebook,8,2.6,10.646327347078008,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,1.6,11.06979587215689,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.09,12.01471841670537,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,6,2.2,10.646327347078008,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,8,2.04,10.902128245864017,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.4,10.188167121983652,Intel Core i3,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,4,1.44,10.756618652168314,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,1.49,10.842494310694017,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,16,2.6,11.18267988243989,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,4,2.18,10.504965265847654,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.84,11.143362500418624,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.39,11.02220830408089,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.37,11.484896292248726,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Notebook,4,1.95,10.56846856468972,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Ultrabook,8,1.36,11.38409159312676,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,2.31,11.036037392231934,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.538089862097848,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.95,11.02220830408089,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,2.2,9.70890230312988,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Ultrabook,4,1.26,11.340108040487776,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.86,9.641641633704324,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,16,1.3,11.470547260182666,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Netbook,8,1.26,11.395540949893968,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.30099467974321,Intel Core i3,Intel,Windows,80.875,6.625,503.75
dell,Ultrabook,8,1.36,11.377402604975964,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Gaming,16,4.36,11.89782208458538,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Gaming,8,2.75,11.219074000897615,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.8,10.2484380327783,Other Intel Processor,Nvidia,Windows,70.125,8.125,691.25
acer,Notebook,4,2.23,10.403666298916727,Intel Core i5,Intel,Windows,79.25,5.875,531.25
lenovo,2 in 1 Convertible,8,1.1,11.144911042902732,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,16,2.5,10.882315804880689,AMD Processor,AMD,Windows,79.125,6.625,536.25
dell,Ultrabook,8,1.36,11.27007418585674,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,8,2.2,10.50497986449436,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
dell,Notebook,4,2.36,10.46628456073464,Intel Core i3,AMD,Windows,80.875,6.625,503.75
acer,Notebook,4,1.68,9.83063294843456,Other Intel Processor,Intel,Others,79.25,5.875,531.25
hp,Workstation,8,2.0,11.69380197819145,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.36,11.45711672814165,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,2 in 1 Convertible,8,1.2,11.030873869571886,Other Intel Processor,Intel,Others,70.125,8.125,691.25
lenovo,Ultrabook,8,1.7,11.281414342976868,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Gaming,16,4.36,12.031987793755118,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,2 in 1 Convertible,8,1.24,11.52464373704442,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,2 in 1 Convertible,4,1.45,10.62842405558548,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.3,11.120757161229305,Intel Core i7,Intel,Windows,80.875,6.625,503.75
acer,2 in 1 Convertible,4,1.25,9.93914036985058,Other Intel Processor,Intel,Others,79.25,5.875,531.25
lenovo,Ultrabook,8,1.36,11.448630114264333,Intel Core i5,Intel,Windows,79.125,6.625,536.25
acer,Notebook,12,2.4,10.892276046585742,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
hp,Notebook,8,2.04,10.716671227805325,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.25,10.118930877053268,Intel Core i3,AMD,Others,80.875,6.625,503.75
dell,Notebook,4,1.9,10.690944412566814,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,2.04,10.50497986449436,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,32,4.42,12.030401247333158,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,6,2.4,10.519472871796928,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
dell,2 in 1 Convertible,16,1.22,11.52464373704442,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Ultrabook,8,1.5,11.55778003196968,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Gaming,32,4.42,11.91293572239543,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Gaming,16,2.73,11.601107316686976,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,2.04,10.862092668762644,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.7,10.885314307876945,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,2 in 1 Convertible,16,2.3,11.470547260182666,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,6,2.04,10.336863503805128,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,2.99,11.442360501250736,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,2 in 1 Convertible,12,2.19,11.144911042902732,Intel Core i7,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,6,2.2,10.283659467741664,AMD Processor,AMD,Windows,79.125,6.625,536.25
dell,Notebook,4,2.25,10.370822624347584,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Notebook,8,2.04,10.667644768738764,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,8,2.5,11.056428922922915,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,2.36,10.594300009749354,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,Notebook,8,1.6,10.99575173454406,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Netbook,8,0.97,11.529371878240363,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,2.1,10.188167121983652,Intel Core i3,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.9,9.576276649067632,Other Intel Processor,Intel,Others,79.125,6.625,536.25
lenovo,Notebook,8,2.3,11.18267988243989,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,2 in 1 Convertible,8,1.68,10.765658261746038,Intel Core i5,Intel,Windows,80.875,6.625,503.75
asus,Notebook,8,1.4,11.02307824758943,Intel Core i5,Intel,Windows,70.125,8.125,691.25
hp,Ultrabook,8,1.11,11.18267988243989,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.4,9.915732278952564,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
asus,Gaming,16,2.5,11.470547260182666,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Ultrabook,8,1.48,11.6200017877887,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Gaming,8,2.7,11.114428026177658,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
hp,Notebook,8,1.34,11.056428922922915,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.280009828654116,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.64,10.633572072102885,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.48,10.978617394068182,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.95,11.06979587215689,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.43,11.254189968552817,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.64,10.931401459017524,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.64,10.503518943854685,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,8,2.65,10.83096982484206,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
hp,Ultrabook,4,1.26,11.314449160071012,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.48,11.34705032144641,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.54,11.518415853167008,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.49,10.660172753900062,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,2.04,10.621938553982543,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,16,2.4,11.971204630519404,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,8,1.43,11.684869359618002,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,2 in 1 Convertible,4,2.08,10.655147649183531,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Notebook,8,1.11,11.02220830408089,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.64,11.053421883178572,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.09,10.928710232504155,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Ultrabook,4,1.26,11.32736089528991,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,2.31,11.056428922922915,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.95,10.941585213338248,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.29,11.368208546953756,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,8,2.63,10.9602773463504,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.64,10.85594510841814,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,6,2.1,9.989276182274937,AMD Processor,AMD,Windows,79.25,5.875,531.25
hp,Notebook,8,1.95,11.061462490597744,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.84,11.089508999068563,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.26,11.18267988243989,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,2.04,10.584910269399517,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.09,10.944364366779205,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,8,1.64,10.893771459117888,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,4,1.8,10.717261720884188,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.3,10.93172544442196,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,4,1.54,10.88331630521427,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.84,11.626842862666368,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.43,11.26789820240601,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,16,4.6,11.711863755958657,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Netbook,4,1.2,9.638174223850264,Other Intel Processor,Intel,Others,70.125,8.125,691.25
lenovo,Notebook,16,1.1,11.846490622987275,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,1.91,10.862092668762644,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,2 in 1 Convertible,8,2.3,10.97315700921406,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,2.04,10.862092668762644,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,16,1.2,11.696022720831856,Intel Core i7,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,2.31,10.533971572370383,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.96,10.188167121983652,Intel Core i5,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,8,2.4,10.082583913974387,AMD Processor,AMD,Windows,79.25,5.875,531.25
dell,2 in 1 Convertible,12,1.6,11.144911042902732,Intel Core i7,Intel,Windows,80.875,6.625,503.75
hp,Notebook,8,2.04,10.950974953688084,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,4.0,10.881314302543595,Intel Core i7,Nvidia,Others,70.125,8.125,691.25
dell,Notebook,4,2.25,10.301710499387234,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,16,2.32,10.873255868299651,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,Ultrabook,8,1.29,11.260381938800736,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,Gaming,64,3.58,12.263341053320566,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,2 in 1 Convertible,8,1.62,10.657682154931749,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Gaming,16,3.21,11.167743084945378,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
apple,Ultrabook,8,0.92,11.145680569681762,Other Intel Processor,Intel,Mac,89.55555555555556,7.111111111111111,408.8888888888889
dell,Notebook,4,2.06,10.15346364564591,Intel Core i3,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,2.31,11.064804181259648,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.26,11.064804181259648,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.49,10.969494001455322,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,1.3,11.421848531521595,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,3.0,10.46628456073464,Intel Core i5,AMD,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.3,10.860047678274915,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.1,10.267130165790451,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,4,2.31,10.821440901496183,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,0.99,11.219074000897615,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,32,4.6,12.05888963501851,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,4,0.69,10.446778399351528,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Ultrabook,16,1.3,11.600668174471034,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.18,10.59563423276249,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.54,10.913835810881007,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Workstation,8,1.9,11.28544251205692,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.7,11.064804181259648,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,4,1.29,10.397183294038651,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.4,9.933985719261916,AMD Processor,AMD,Windows,79.25,5.875,531.25
dell,Notebook,4,2.2,9.950616680806068,Other Intel Processor,Intel,Others,80.875,6.625,503.75
hp,Notebook,4,1.86,9.82197089913809,Intel Core i3,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,8,2.7,11.352694739066088,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Ultrabook,4,1.4,10.682851144184026,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Netbook,4,2.4,11.352694739066088,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,8,2.4,10.658921971998408,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
dell,Notebook,8,2.36,10.435152442572992,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Notebook,4,1.96,10.190169124654323,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,4.3,11.715790550995315,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Ultrabook,4,1.5,11.010081106005767,Intel Core i3,Intel,Windows,80.875,6.625,503.75
dell,Ultrabook,4,1.5,11.037726951247386,Intel Core i3,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,2.2,9.317895278196945,Other Intel Processor,Intel,Others,79.25,5.875,531.25
hp,Workstation,8,3.0,11.947682155153789,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,16,2.4,11.064804181259648,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Ultrabook,8,1.5,11.229102177820836,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,2 in 1 Convertible,4,2.1,10.740600003012675,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,4,2.1,9.962013031516571,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,2.59,11.175239371923306,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,1.16,11.413356147904066,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.24,10.620847035233894,Intel Core i5,AMD,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.1,10.03701794516015,Intel Core i3,Intel,Windows,79.125,6.625,536.25
hp,Ultrabook,8,1.16,11.56084210487126,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,4,0.69,10.283659467741664,Other Intel Processor,Intel,Others,79.125,6.625,536.25
dell,Ultrabook,8,1.23,11.204674904025437,Intel Core i7,Intel,Windows,80.875,6.625,503.75
lenovo,Gaming,16,4.6,11.894913580522502,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Gaming,8,3.52,11.155242401621267,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
hp,Notebook,8,1.16,11.408044834149251,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.43,11.29741074002049,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.09,10.236346354272076,Intel Core i5,Intel,Others,80.875,6.625,503.75
asus,Notebook,4,2.0,10.050907057320815,Intel Core i3,Intel,Windows,70.125,8.125,691.25
lenovo,2 in 1 Convertible,8,1.8,11.395540949893968,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,4,0.69,10.147261623643049,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Ultrabook,8,1.26,11.52253514374866,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,8,2.4,10.872255357854844,Intel Core i5,Nvidia,Others,79.125,6.625,536.25
hp,Gaming,8,3.35,11.004648590381796,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,2.04,10.419692282932576,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.8,11.601341447040118,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,4,1.5,9.60318213992277,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
hp,Ultrabook,8,1.84,10.598297350181973,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.23,10.398807989765654,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
lenovo,Notebook,16,2.5,10.977716980635757,Intel Core i7,AMD,Windows,79.125,6.625,536.25
hp,Workstation,8,3.0,12.256879973855344,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.5,10.639970046582542,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.88,11.658835785532077,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,16,2.8,11.775314344519382,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,2 in 1 Convertible,8,1.48,11.37128263483418,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Workstation,8,2.59,11.684869359618002,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,2 in 1 Convertible,8,1.48,11.470547260182666,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Workstation,8,2.0,11.52464373704442,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.26,11.71489846116146,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.18,10.893167621264643,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,1.88,11.340108040487776,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.27,11.733039792816312,Intel Core i7,Intel,Windows,79.125,6.625,536.25
